ID;PAROLA;MacroCategoria;Categoria;Necessita;Frequenza;Stagionalita;Fonte;Peso;NumeroPattern;NumeroTransazioni;UltimoUtilizzo
292;LA FAMILLE;Alimentari;Panetteria;Utile;Occasionale;Viaggio;Migrazione;75;4;2;28/05/2025
42;LE PALME;Alimentari;Panetteria;Essenziale;Occasionale;Tutto l'anno;Migrazione;75;4;2;03/05/2025
288;PAUL1;Alimentari;Panetteria;Utile;Occasionale;Viaggio;Migrazione;73;4;1;25/05/2025
337;PAUSE SANDWICH;Alimentari;Panini/Sandwich;Voluttuario;Occasionale;Viaggio/Estera;Migrazione;80;1;1;27/05/2025
254;CARRINHO CONFEITARIA;Alimentari;Pasticceria;Essenziale;Occasionale;Estiva;Migrazione;70;5;1;20/12/2024
28;CORNETTOLANDIA;Alimentari;Pasticceria;Utile;Occasionale;Tutto l'anno;Migrazione;80;5;1;02/07/2024
322;LA PROMENADE;Alimentari;Pasticceria;Voluttuario;Occasionale;Estera;Migrazione;75;5;1;26/05/2025
336;OBERLAA KONDITOREI;Alimentari;Pasticceria;Voluttuario;Occasionale;Viaggio/Estera;Migrazione;88;5;1;27/04/2025
248;PASTEIS DE BELEM;Alimentari;Pasticceria;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;5;1;19/12/2024
201;PESCE & P.;Alimentari;Pescheria;Voluttuario;Occasionale;Tutto l'anno;Migrazione;82;1;1;09/03/2025
61;ANGELO PEZZELLA;Alimentari;Pizzeria;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;2;1;30/12/2024
293;PAPA POSTO;Alimentari;Pizzeria;Utile;Occasionale;Viaggio;Migrazione;75;2;1;28/05/2025
323;RAMEN TON BOL;Alimentari;Ramen;Voluttuario;Occasionale;Estera;Migrazione;80;1;1;26/05/2025
10;BAR;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;60;50;58;12/07/2025
56;BELLOTA-BELLOTA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;30/05/2025
305;BLANCO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;50;1;14/07/2024
44;BUDDHA SMILE;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;88;50;4;01/12/2024
9;BURGER KING;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;95;50;6;04/08/2025
54;CAMAL;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;8;07/03/2025
224;CHALET LA DELIZIA;Alimentari;Ristorazione;Voluttuario;Occasionale;Estiva;Migrazione;75;50;1;12/12/2024
237;CIBIVACCO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;50;1;16/02/2025
353;Country Club di Gu Calcata;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;100;50;1;23/11/2024
194;DA AGNESE;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;82;50;3;09/05/2025
236;DA GIGI;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;75;50;1;16/02/2025
207;DA NOI;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;83;50;1;10/07/2024
58;DA PAOLO ALLA CAPANNIN;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;30/11/2024
11;DELIVEROO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;50;0;Mai utilizzato
62;DONNA CIRA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;82;50;1;31/01/2025
13;GLOVO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;50;0;Mai utilizzato
354;GUSTAMI DI IOVANE MARC;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;50;3;24/12/2024
218;HELLO SAILOR;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;50;1;11/10/2024
239;IZUMA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;75;50;2;16/04/2025
208;KALAPA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;78;50;2;11/01/2025
320;KELSEN IM PARLAMENT;Alimentari;Ristorazione;Culturale;Occasionale;Estera;Migrazione;75;50;1;26/04/2025
212;KIYOMI;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;50;1;11/07/2024
291;KOLETSA MARIA;Alimentari;Ristorazione;Voluttuario;Occasionale;Estiva;Migrazione;70;50;1;25/07/2024
205;KRAM;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;50;1;10/05/2025
197;LA LAMPARA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;50;1;08/03/2025
330;LA PASTERIA;Alimentari;Ristorazione;Voluttuario;Occasionale;Estiva;Migrazione;75;50;1;28/07/2024
210;LA PIAZZA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;77;50;1;11/06/2025
63;LA SOLITA ZUPPA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;07/05/2025
192;LI VOLSI;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;50;1;03/07/2024
315;MARIA JESUS PINHEIRO;Alimentari;Ristorazione;Voluttuario;Occasionale;Estera;Migrazione;70;50;1;19/12/2024
8;MCDONALD;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;95;50;0;Mai utilizzato
57;MESSICO E NUVOLE;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;30/07/2024
256;MON AMI';Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;75;50;1;21/03/2025
52;MYCHEF;Alimentari;Ristorazione;Utile;Occasionale;Viaggio;Migrazione;80;50;1;05/01/2025
351;OPIA SRL;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;100;50;1;12/10/2024
22;OSTERIA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;95;50;4;19/06/2025
314;PEGAL A GOSTO;Alimentari;Ristorazione;Voluttuario;Occasionale;Estera;Migrazione;75;50;1;19/12/2024
310;PEPPE O RUSSO;Alimentari;Ristorazione;Essenziale;Occasionale;Tutto l'anno;Migrazione;75;50;1;18/06/2025
32;PIZZERIA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;92;50;0;Mai utilizzato
59;QUINTO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;50;1;30/11/2024
23;RISTORANTE;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;97;50;9;01/07/2025
238;SDP MAGLIANO;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;50;1;16/02/2025
206;SEVEN;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;50;1;10/05/2025
229;SUSHI GOOD;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;13/12/2024
245;TABACCHERIA FILIU';Alimentari;Ristorazione;Utile;Occasionale;Tutto l'anno;Migrazione;70;50;1;17/06/2025
312;TABERNA DA BAIXA;Alimentari;Ristorazione;Voluttuario;Occasionale;Estera;Migrazione;75;50;1;18/12/2024
31;TAVERNA;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;50;1;07/07/2025
47;THE BASE;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;50;1;03/07/2024
12;UBER EATS;Alimentari;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;50;0;Mai utilizzato
319;VAPIANO;Alimentari;Ristorazione;Voluttuario;Occasionale;Estera;Migrazione;88;50;2;25/04/2025
343;CARREFOUR;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Manuale;80;19;0;Mai utilizzato
45;CASA OZ;Alimentari;Spesa quotidiana;Essenziale;Occasionale;Tutto l'anno;Migrazione;80;19;1;02/03/2025
340;CONAD;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Manuale;90;19;2;18/06/2025
341;COOP;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Manuale;90;19;14;18/08/2025
16;CRAI;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;85;19;0;Mai utilizzato
48;EMERALD'S;Alimentari;Spesa quotidiana;Essenziale;Occasionale;Tutto l'anno;Migrazione;75;19;1;04/01/2025
342;ESSELUNGA;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Manuale;90;19;0;Mai utilizzato
17;EUROSPAR;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;85;19;0;Mai utilizzato
27;FOOD SERVICE;Alimentari;Spesa quotidiana;Essenziale;Occasionale;Tutto l'anno;Migrazione;80;19;32;16/12/2024
6;IPERCOOP;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;85;19;0;Mai utilizzato
24;LIDL;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;97;19;9;04/08/2025
21;PANIFICIO;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;90;19;3;22/03/2025
26;PANORAMA;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;95;19;11;04/07/2025
7;PENNY;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;80;19;0;Mai utilizzato
20;PEWEX;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;97;19;51;25/06/2025
43;SCOMODO;Alimentari;Spesa quotidiana;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;19;2;01/08/2024
18;SPESA;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;80;19;2;01/07/2025
25;SUPERMERCATI;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;95;19;13;25/06/2025
191;SUPERMERCATO TOP;Alimentari;Spesa quotidiana;Essenziale;Ricorrente;Tutto l'anno;Migrazione;90;19;1;02/06/2025
267;KONTOS SOUVLAKI;Alimentari;Spiedini;Voluttuario;Occasionale;Estiva;Migrazione;78;1;1;22/07/2024
289;BI BIM BAP;Alimentari;Street Food;Voluttuario;Occasionale;Estiva;Migrazione;73;5;1;25/05/2025
249;EMPANADAS MBQ;Alimentari;Street Food;Voluttuario;Occasionale;Estiva;Migrazione;75;5;1;19/12/2024
250;HAPPY FOOD;Alimentari;Street Food;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;5;1;19/12/2024
60;TREDICINE DINO;Alimentari;Street Food;Voluttuario;Occasionale;Tutto l'anno;Migrazione;82;5;1;30/12/2024
335;ZUM GOLDENEN WUERSTL;Alimentari;Street Food;Voluttuario;Occasionale;Viaggio/Estera;Migrazione;85;5;1;27/04/2025
281;BAZAAR;Alimentari;Supermercato;Essenziale;Occasionale;Estiva;Migrazione;75;10;2;15/07/2025
338;CRF LILLE;Alimentari;Supermercato;Utile;Occasionale;Viaggio/Estera;Migrazione;78;10;1;27/05/2025
40;DESYDERIO;Alimentari;Supermercato;Utile;Occasionale;Tutto l'anno;Migrazione;75;10;1;07/12/2024
41;HAVANA;Alimentari;Supermercato;Utile;Occasionale;Estiva;Migrazione;75;10;8;01/05/2025
286;RELAY;Alimentari;Supermercato;Essenziale;Occasionale;Viaggio;Migrazione;70;10;1;25/05/2025
276;SPAR;Alimentari;Supermercato;Essenziale;Occasionale;Viaggio;Migrazione;82;10;2;05/08/2025
39;SUNSET BEACH;Alimentari;Supermercato;Utile;Occasionale;Estiva;Migrazione;75;10;2;03/08/2024
234;SUPER MARKET BAZAAR;Alimentari;Supermercato;Essenziale;Occasionale;Estiva;Migrazione;78;10;1;15/07/2025
1;SUPERMERCATO;Alimentari;Supermercato;Essenziale;Ricorrente;Essenziale;Manuale;100;10;3;18/06/2025
38;TEDI;Alimentari;Supermercato;Essenziale;Ricorrente;Tutto l'anno;Migrazione;80;10;2;04/07/2025
279;EUROSURGELATI;Alimentari;Surgelati;Essenziale;Occasionale;Tutto l'anno;Migrazione;80;1;1;24/06/2025
261;YO FUSION;Alimentari;Sushi;Voluttuario;Occasionale;Tutto l'anno;Migrazione;78;1;1;22/05/2025
188;AUTOGRILL;Auto;Autogrill;Voluttuario;Occasionale;Viaggio;Migrazione;82;1;4;07/07/2025
347;AGIP;Auto;Carburante;Essenziale;Ricorrente;Tutto l'anno;Manuale;100;11;0;Mai utilizzato
3;BENZINA;Auto;Carburante;Essenziale;Ricorrente;Essenziale;Manuale;100;11;0;Mai utilizzato
114;EASY SERVICE;Auto;Carburante;Essenziale;Ricorrente;Tutto l'anno;Manuale;90;11;18;11/08/2025
172;ENERPETROLI;Auto;Carburante;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;11;2;05/01/2025
344;ENI;Auto;Carburante;Essenziale;Ricorrente;Tutto l'anno;Manuale;100;11;10;10/08/2025
66;FIAMMA;Auto;Carburante;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;11;1;31/05/2025
173;IP;Auto;Carburante;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;11;56;24/07/2025
65;MY OILVIA;Auto;Carburante;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;11;1;20/09/2024
346;Q8;Auto;Carburante;Essenziale;Ricorrente;Tutto l'anno;Manuale;100;11;6;25/06/2025
345;SHELL;Auto;Carburante;Essenziale;Ricorrente;Tutto l'anno;Manuale;100;11;0;Mai utilizzato
174;TAMOIL;Auto;Carburante;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;11;1;08/09/2024
64;C.M. MOTORI;Auto;Manutenzione;Utile;Occasionale;Tutto l'anno;Migrazione;85;2;1;28/04/2025
298;CAR SHOP;Auto;Manutenzione;Utile;Occasionale;Tutto l'anno;Migrazione;72;2;1;28/04/2025
162;PARCHEGGIO;Auto;Parcheggio;Utile;Occasionale;Tutto l'anno;Migrazione;80;3;2;05/01/2025
187;PARK AND FLY;Auto;Parcheggio;Voluttuario;Occasionale;Estiva;Migrazione;80;3;3;07/07/2025
163;SOSTA;Auto;Parcheggio;Utile;Occasionale;Tutto l'anno;Migrazione;70;3;0;Mai utilizzato
307;ASPIT NOLA;Auto;Pedaggio;Essenziale;Occasionale;Tutto l'anno;Migrazione;80;2;1;17/08/2024
164;TELEPASS;Auto;Pedaggio;Utile;Fissa;Tutto l'anno;Migrazione;95;2;14;31/07/2025
334;45575 NOLA;Banca;Bancomat;Utile;Occasionale;Tutto l'anno;Migrazione;70;3;1;30/03/2025
333;PV5587;Banca;Bancomat;Utile;Occasionale;Tutto l'anno;Migrazione;70;3;1;21/12/2024
332;PV7264;Banca;Bancomat;Utile;Occasionale;Tutto l'anno;Migrazione;70;3;1;20/08/2024
67;CREDITO COOPERATIVO;Banca;Carte di Pagamento;Neutrale;Fissa;Tutto l'anno;Migrazione;90;1;14;18/08/2025
72;AUTOMOBILE;Banca;Commissioni;Utile;Annuale;Tutto l'anno;Migrazione;90;7;2;13/12/2024
69;BANCOMAT ESTERO;Banca;Commissioni;Neutrale;Occasionale;Tutto l'anno;Migrazione;90;7;4;15/07/2025
71;COMMISSIONI;Banca;Commissioni;Neutrale;Occasionale;Tutto l'anno;Migrazione;80;7;51;30/07/2025
73;IMPOSTA;Banca;Commissioni;Neutrale;Annuale;Tutto l'anno;Migrazione;85;7;5;30/06/2025
349;Imposte e Tasse;Banca;Commissioni;Neutrale;Annuale;Tutto l'anno;Migrazione;85;7;3;26/05/2025
70;PRELIEVO;Banca;Commissioni;Neutrale;Occasionale;Tutto l'anno;Migrazione;75;7;22;30/07/2025
68;SEPA;Banca;Commissioni;Neutrale;Occasionale;Tutto l'anno;Migrazione;80;7;91;18/08/2025
74;INTERESSI;Banca;Interessi;Neutrale;Annuale;Tutto l'anno;Migrazione;85;1;5;30/06/2025
76;ATM;Banca;Prelievo;Neutrale;Occasionale;Tutto l'anno;Migrazione;85;5;23;30/07/2025
78;FALIRAKI;Banca;Prelievo;Neutrale;Occasionale;Estiva;Migrazione;80;5;1;15/07/2025
79;FIUMICINO;Banca;Prelievo;Neutrale;Occasionale;Viaggio;Migrazione;80;5;18;07/07/2025
80;NAPOLI;Banca;Prelievo;Neutrale;Occasionale;Tutto l'anno;Migrazione;80;5;15;04/08/2025
77;PRELEVAMENTO;Banca;Prelievo;Neutrale;Occasionale;Tutto l'anno;Migrazione;85;5;23;30/07/2025
75;VERSAMENTO;Banca;Servizi;Neutrale;Occasionale;Tutto l'anno;Migrazione;80;1;2;15/05/2025
81;STORNO;Banca;Storni;Neutrale;Occasionale;Tutto l'anno;Migrazione;85;1;3;22/12/2024
99;CASALANDIA;Casa;Accessori casa;Utile;Occasionale;Tutto l'anno;Migrazione;75;1;3;06/01/2025
101;ZERO FASHION;Casa;Arredamento;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;1;06/07/2025
90;ASSICURAZIONE;Casa;Assicurazioni;Essenziale;Annuale;Tutto l'anno;Migrazione;90;4;6;26/06/2025
91;BARCA;Casa;Assicurazioni;Essenziale;Annuale;Estiva;Migrazione;92;4;10;01/07/2025
92;CHARTER;Casa;Assicurazioni;Essenziale;Annuale;Estiva;Migrazione;92;4;1;25/06/2025
93;QUOTA ASSICURAZIONE;Casa;Assicurazioni;Essenziale;Annuale;Tutto l'anno;Migrazione;90;4;1;25/06/2025
255;EDILBRIKO;Casa;Brico;Utile;Occasionale;Tutto l'anno;Migrazione;72;1;1;21/03/2025
232;CAPSULE E CIALDE;Casa;Cialde Caffè;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;2;15/03/2025
97;ACCONTO;Casa;Condominio;Essenziale;Occasionale;Tutto l'anno;Migrazione;85;4;1;05/09/2024
96;MEDIAZIONE;Casa;Condominio;Essenziale;Occasionale;Tutto l'anno;Migrazione;90;4;4;24/06/2025
95;QUOTE;Casa;Condominio;Essenziale;Annuale;Tutto l'anno;Migrazione;90;4;4;24/07/2025
94;RATA;Casa;Condominio;Essenziale;Annuale;Tutto l'anno;Migrazione;92;4;49;07/08/2025
133;CASALINGHI SU LIAI;Casa;Cura;Utile;Occasionale;Tutto l'anno;Migrazione;75;1;1;11/10/2024
100;EDILMARKET;Casa;Edilizia;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;5;28/04/2025
89;MUTUO;Casa;Finanziamenti;Essenziale;Fissa;Tutto l'anno;Migrazione;92;1;14;07/08/2025
88;AMAZON PRIME;Casa;Servizi;Utile;Fissa;Tutto l'anno;Migrazione;90;4;0;Mai utilizzato
98;LAVANDERIA;Casa;Servizi;Utile;Occasionale;Tutto l'anno;Migrazione;75;4;1;04/07/2025
86;NETFLIX;Casa;Servizi;Voluttuario;Fissa;Tutto l'anno;Migrazione;95;4;8;01/08/2025
87;SPOTIFY;Casa;Servizi;Voluttuario;Fissa;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
294;EUROHOME;Casa;Shopping;Utile;Occasionale;Tutto l'anno;Migrazione;70;2;1;28/07/2024
118;IKEA;Casa;Shopping;Utile;Occasionale;Tutto l'anno;Migrazione;95;2;0;Mai utilizzato
85;FASTWEB;Casa;Utenze;Essenziale;Fissa;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
83;TIM;Casa;Utenze;Essenziale;Fissa;Tutto l'anno;Migrazione;95;4;3;13/06/2025
82;VODAFONE;Casa;Utenze;Essenziale;Fissa;Tutto l'anno;Migrazione;95;4;12;11/08/2025
84;WIND;Casa;Utenze;Essenziale;Fissa;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
175;VIAGGIO;Entrate;Bonifico;Voluttuario;Occasionale;Estiva;Migrazione;90;1;12;14/08/2025
104;ANTICIPO;Entrate;Lavoro;Entrata;Occasionale;Tutto l'anno;Migrazione;90;5;6;19/06/2025
348;Emolumenti;Entrate;Lavoro;Essenziale;Ricorrente;Tutto l'anno;Migrazione;100;5;16;23/07/2025
105;MIN.INT.SEGR.DIP.TO PUBB.SICU.;Entrate;Lavoro;Entrata;Occasionale;Tutto l'anno;Migrazione;92;5;7;19/06/2025
102;MISSIONE;Entrate;Lavoro;Entrata;Occasionale;Tutto l'anno;Migrazione;90;5;3;22/01/2025
103;SALDI MISS;Entrate;Lavoro;Entrata;Occasionale;Tutto l'anno;Migrazione;90;5;1;31/10/2024
2;FARMACIA;Farmacia;Salute;Essenziale;Occasionale;Essenziale;Manuale;100;1;5;25/05/2025
106;BONIFICO;Finanze;Bonifici;Neutrale;Occasionale;Tutto l'anno;Migrazione;70;1;75;14/08/2025
107;TIME FITNESS;Fitness;Palestra;Utile;Ricorrente;Tutto l'anno;Migrazione;88;1;2;03/06/2025
260;ARTE E VINO;Gastronomia;Enoteca;Voluttuario;Occasionale;Tutto l'anno;Migrazione;75;1;1;21/10/2024
241;MI' NDUJO;Gastronomia;Tipico Calabrese;Voluttuario;Occasionale;Tutto l'anno;Migrazione;70;1;1;17/05/2025
225;RICA GEST;Gestione Immobili;Affittacamere;Utile;Occasionale;Tutto l'anno;Migrazione;70;1;1;13/04/2025
108;CINEMA;Intrattenimento;Cinema;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;0;Mai utilizzato
109;PALESTRA;Intrattenimento;Palestra;Utile;Fissa;Tutto l'anno;Migrazione;80;1;0;Mai utilizzato
302;MAKERE;Noleggio;Auto;Utile;Occasionale;Estiva;Migrazione;73;2;1;17/06/2025
284;Y.R.G.;Noleggio;Auto;Utile;Occasionale;Estiva;Migrazione;70;2;1;24/08/2024
204;LIS PAY;Pagamenti;E-Wallet;Neutrale;Occasionale;Tutto l'anno;Migrazione;80;1;2;22/04/2025
110;FAST PAY;Pagamento;Pedaggio;Utile;Fissa;Tutto l'anno;Migrazione;80;1;1;22/02/2025
228;SAPORE DI MARE;Ristoranti;Pescheria;Essenziale;Occasionale;Tutto l'anno;Migrazione;80;1;1;13/10/2024
111;BARRIOLATINO;Ristorazione;Ristorante;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;8;07/02/2025
243;ALBAMEDICA;Salute;Clinica;Essenziale;Occasionale;Tutto l'anno;Migrazione;75;1;1;17/09/2024
